gamename,year,month,avg,gain,peak,avg_peak_perc
7 Days to Die,2018,August ,6094.41,-1003.97,10347,58.90%
7 Days to Die,2018,July ,7098.38,476.11,11791,60.20%
7 Days to Die,2018,June ,6622.27,-166.61,11482,57.68%
7 Days to Die,2018,May ,6788.88,-858.95,11592,58.57%
7 Days to Die,2018,April ,7647.83,-581.86,13373,57.19%
7 Days to Die,2018,March ,8229.69,-1068.62,14139,58.21%
7 Days to Die,2018,February ,9298.31,-1776.91,16430,56.59%
7 Days to Die,2018,January ,11075.22,397.51,19408,57.07%
7 Days to Die,2017,December ,10677.71,-344.67,18520,57.66%
7 Days to Die,2017,November ,11022.38,1668.65,19815,55.63%
7 Days to Die,2017,October ,9353.74,-616.18,19601,47.72%
7 Days to Die,2017,September ,9969.92,-2357.81,18265,54.58%
7 Days to Die,2017,August ,12327.73,-3896.99,22898,53.84%
7 Days to Die,2017,July ,16224.72,5337.88,32518,49.89%
7 Days to Die,2017,June ,10886.84,3133.38,21867,49.79%
7 Days to Die,2017,May ,7753.47,-957.14,12504,62.01%
7 Days to Die,2017,April ,8710.61,-3186.08,14524,59.97%
7 Days to Die,2017,March ,11896.69,2274.65,24739,48.09%
7 Days to Die,2017,February ,9622.03,-3211.87,15902,60.51%
7 Days to Die,2017,January ,12833.91,746.77,22977,55.86%
7 Days to Die,2016,December ,12087.14,82.54,20330,59.45%
7 Days to Die,2016,November ,12004.59,302.58,20597,58.28%
7 Days to Die,2016,October ,11702.01,5591.47,22955,50.98%
7 Days to Die,2016,September ,6110.54,-254.43,11250,54.32%
7 Days to Die,2016,August ,6364.97,-1264.53,10351,61.49%
7 Days to Die,2016,July ,7629.5,2553.71,14629,52.15%
7 Days to Die,2016,June ,5075.79,-193.38,10487,48.40%
7 Days to Die,2016,May ,5269.17,-1884.45,10577,49.82%
7 Days to Die,2016,April ,7153.62,2795.52,14539,49.20%
7 Days to Die,2016,March ,4358.11,-635.91,13227,32.95%
7 Days to Die,2016,February ,4994.01,-2177.75,8460,59.03%
7 Days to Die,2016,January ,7171.76,190.74,14620,49.05%
7 Days to Die,2015,December ,6981.02,3669.93,16399,42.57%
7 Days to Die,2015,November ,3311.09,-98.11,6510,50.86%
7 Days to Die,2015,October ,3409.2,-137.97,5625,60.61%
7 Days to Die,2015,September ,3547.18,-1186.03,5649,62.79%
7 Days to Die,2015,August ,4733.21,-1360.97,9257,51.13%
7 Days to Die,2015,July ,6094.17,1542.05,10653,57.21%
7 Days to Die,2015,June ,4552.12,-198.11,9270,49.11%
7 Days to Die,2015,May ,4750.22,-1842.29,8201,57.92%
7 Days to Die,2015,April ,6592.51,3221.36,14763,44.66%
7 Days to Die,2015,March ,3371.15,-671.67,6373,52.90%
7 Days to Die,2015,February ,4042.83,-2311.42,7931,50.98%
7 Days to Die,2015,January ,6354.25,-277.06,12839,49.49%
7 Days to Die,2014,December ,6631.31,2659.02,12596,52.65%
7 Days to Die,2014,November ,3972.29,585.87,11321,35.09%
7 Days to Die,2014,October ,3386.42,-892.75,6817,49.68%
7 Days to Die,2014,September ,4279.17,346.28,8638,49.54%
7 Days to Die,2014,August ,3932.89,1070.05,9935,39.59%
7 Days to Die,2014,July ,2862.84,221.52,5192,55.14%
7 Days to Die,2014,June ,2641.32,906.17,8342,31.66%
7 Days to Die,2014,May ,1735.15,-142.45,3301,52.56%
7 Days to Die,2014,April ,1877.59,-487.78,4299,43.68%
7 Days to Die,2014,March ,2365.37,534.2,4710,50.22%
7 Days to Die,2014,February ,1831.17,359.46,3970,46.13%
7 Days to Die,2014,January ,1471.71,94.04,3010,48.89%
7 Days to Die,2013,December ,1377.67,NA,2722,50.61%
Football Manager 2020,2021,January ,18132.1,-2346.22,29457,61.55%
Football Manager 2020,2020,December ,20478.32,-13416.46,34927,58.63%
Football Manager 2020,2020,November ,33894.78,-14091.87,70129,48.33%
Football Manager 2020,2020,October ,47986.65,-8247.39,84129,57.04%
Football Manager 2020,2020,September ,56234.04,-4018.58,87558,64.22%
Football Manager 2020,2020,August ,60252.62,1410.15,94464,63.78%
Football Manager 2020,2020,July ,58842.47,875.15,91382,64.39%
Football Manager 2020,2020,June ,57967.32,-11192.01,94063,61.63%
Football Manager 2020,2020,May ,69159.33,-12021.08,123114,56.18%
Football Manager 2020,2020,April ,81180.41,5158.15,146436,55.44%
Football Manager 2020,2020,March ,76022.26,28470.63,189230,40.17%
Football Manager 2020,2020,February ,47551.63,2299.63,82413,57.70%
Football Manager 2020,2020,January ,45252,3363.73,77827,58.14%
Football Manager 2020,2019,December ,41888.27,14921.97,75131,55.75%
Football Manager 2020,2019,November ,26966.3,NA,68053,39.63%
SMITE,2021,January ,14784.05,2588.78,31169,47.43%
SMITE,2020,December ,12195.26,-1297.62,20848,58.50%
SMITE,2020,November ,13492.88,1162.81,22689,59.47%
SMITE,2020,October ,12330.07,-1431.66,22012,56.02%
SMITE,2020,September ,13761.73,-1185.37,23567,58.39%
SMITE,2020,August ,14947.1,-894.75,24066,62.11%
SMITE,2020,July ,15841.85,1076.21,27842,56.90%
SMITE,2020,June ,14765.63,-542.06,24129,61.19%
SMITE,2020,May ,15307.69,-1196.99,25467,60.11%
SMITE,2020,April ,16504.68,3818.6,27089,60.93%
SMITE,2020,March ,12686.08,2096.09,25334,50.08%
SMITE,2020,February ,10589.99,930.53,18336,57.76%
SMITE,2020,January ,9659.47,639.26,16104,59.98%
SMITE,2019,December ,9020.21,393.57,14899,60.54%
SMITE,2019,November ,8626.64,1143.61,16378,52.67%
SMITE,2019,October ,7483.03,-159.37,13735,54.48%
SMITE,2019,September ,7642.4,-526.79,13721,55.70%
SMITE,2019,August ,8169.18,195.75,15033,54.34%
SMITE,2019,July ,7973.44,-428.83,13209,60.36%
SMITE,2019,June ,8402.26,-528.7,13811,60.84%
SMITE,2019,May ,8930.96,-14.11,16988,52.57%
SMITE,2019,April ,8945.07,49.61,16004,55.89%
SMITE,2019,March ,8895.46,1764.4,16679,53.33%
SMITE,2019,February ,7131.06,328.55,14378,49.60%
SMITE,2019,January ,6802.51,118.69,12183,55.84%
SMITE,2018,December ,6683.82,-72.79,11940,55.98%
SMITE,2018,November ,6756.61,234.31,14027,48.17%
SMITE,2018,October ,6522.3,-492.15,12211,53.41%
SMITE,2018,September ,7014.46,-765.1,13231,53.02%
SMITE,2018,August ,7779.56,-196.48,13370,58.19%
SMITE,2018,July ,7976.04,441.14,14800,53.89%
SMITE,2018,June ,7534.9,-531.76,13171,57.21%
SMITE,2018,May ,8066.66,-384.19,15900,50.73%
SMITE,2018,April ,8450.85,-483.38,17408,48.55%
SMITE,2018,March ,8934.23,-682.25,19386,46.09%
SMITE,2018,February ,9616.48,757.72,18196,52.85%
SMITE,2018,January ,8858.76,1021.82,17190,51.53%
SMITE,2017,December ,7836.95,-640.87,14788,53.00%
SMITE,2017,November ,8477.82,532.1,16815,50.42%
SMITE,2017,October ,7945.72,-238.87,15218,52.21%
SMITE,2017,September ,8184.59,-468.74,15745,51.98%
SMITE,2017,August ,8653.33,12.1,15991,54.11%
SMITE,2017,July ,8641.22,-649.52,15695,55.06%
SMITE,2017,June ,9290.75,677.71,17198,54.02%
SMITE,2017,May ,8613.04,-1245.2,16571,51.98%
SMITE,2017,April ,9858.24,-355.89,20522,48.04%
SMITE,2017,March ,10214.13,-774.84,21664,47.15%
SMITE,2017,February ,10988.97,493.23,22705,48.40%
SMITE,2017,January ,10495.74,873.83,22342,46.98%
SMITE,2016,December ,9621.91,-37.65,19285,49.89%
SMITE,2016,November ,9659.57,-636.47,18291,52.81%
SMITE,2016,October ,10296.03,738.27,19840,51.90%
SMITE,2016,September ,9557.76,396.28,19071,50.12%
SMITE,2016,August ,9161.49,640.82,16907,54.19%
SMITE,2016,July ,8520.67,-640.5,15348,55.52%
SMITE,2016,June ,9161.17,-413.15,18481,49.57%
SMITE,2016,May ,9574.32,-1760.24,19890,48.14%
SMITE,2016,April ,11334.55,325.54,22526,50.32%
SMITE,2016,March ,11009.02,932.98,23488,46.87%
SMITE,2016,February ,10076.04,58.91,18977,53.10%
SMITE,2016,January ,10017.13,2280.18,21473,46.65%
SMITE,2015,December ,7736.94,-112.66,14885,51.98%
SMITE,2015,November ,7849.6,-1581.01,19229,40.82%
SMITE,2015,October ,9430.61,1388.73,19925,47.33%
SMITE,2015,September ,8041.89,NA,19957,40.30%
Sid Meier's Civilization V,2021,January ,19655.26,502.85,31565,62.27%
Sid Meier's Civilization V,2020,December ,19152.42,496.95,30135,63.56%
Sid Meier's Civilization V,2020,November ,18655.47,1006.21,28367,65.76%
Sid Meier's Civilization V,2020,October ,17649.27,71.15,26851,65.73%
Sid Meier's Civilization V,2020,September ,17578.12,-781.9,26250,66.96%
Sid Meier's Civilization V,2020,August ,18360.02,122.04,26788,68.54%
Sid Meier's Civilization V,2020,July ,18237.97,-1569.84,26766,68.14%
Sid Meier's Civilization V,2020,June ,19807.81,-4790.55,31355,63.17%
Sid Meier's Civilization V,2020,May ,24598.36,-4668.19,38861,63.30%
Sid Meier's Civilization V,2020,April ,29266.54,3245.68,48881,59.87%
Sid Meier's Civilization V,2020,March ,26020.86,5651.62,51448,50.58%
Sid Meier's Civilization V,2020,February ,20369.25,-272.75,32225,63.21%
Sid Meier's Civilization V,2020,January ,20642,327.68,32681,63.16%
Sid Meier's Civilization V,2019,December ,20314.31,437.83,31810,63.86%
Sid Meier's Civilization V,2019,November ,19876.48,439.31,30669,64.81%
Sid Meier's Civilization V,2019,October ,19437.17,210.49,30986,62.73%
Sid Meier's Civilization V,2019,September ,19226.68,-695.22,30234,63.59%
Sid Meier's Civilization V,2019,August ,19921.91,98.36,30817,64.65%
Sid Meier's Civilization V,2019,July ,19823.55,-509.23,30404,65.20%
Sid Meier's Civilization V,2019,June ,20332.78,-626.73,31057,65.47%
Sid Meier's Civilization V,2019,May ,20959.51,-151.47,34109,61.45%
Sid Meier's Civilization V,2019,April ,21110.98,-2034.69,34050,62.00%
Sid Meier's Civilization V,2019,March ,23145.66,-847.72,39067,59.25%
Sid Meier's Civilization V,2019,February ,23993.39,-759.69,39474,60.78%
Sid Meier's Civilization V,2019,January ,24753.08,-1246.26,39943,61.97%
Sid Meier's Civilization V,2018,December ,25999.34,1157.62,40420,64.32%
Sid Meier's Civilization V,2018,November ,24841.72,2082.38,40849,60.81%
Sid Meier's Civilization V,2018,October ,22759.35,-336.99,37020,61.48%
Sid Meier's Civilization V,2018,September ,23096.34,-200.22,37802,61.10%
Sid Meier's Civilization V,2018,August ,23296.55,-1934.22,36625,63.61%
Sid Meier's Civilization V,2018,July ,25230.77,1625.46,38489,65.55%
Sid Meier's Civilization V,2018,June ,23605.31,326.38,38205,61.79%
Sid Meier's Civilization V,2018,May ,23278.93,-1025.41,37341,62.34%
Sid Meier's Civilization V,2018,April ,24304.33,-1641.33,41942,57.95%
Sid Meier's Civilization V,2018,March ,25945.66,-725.72,44139,58.78%
Sid Meier's Civilization V,2018,February ,26671.39,-1698.52,44824,59.50%
Sid Meier's Civilization V,2018,January ,28369.91,-98.67,50503,56.17%
Sid Meier's Civilization V,2017,December ,28468.57,1786.56,48964,58.14%
Sid Meier's Civilization V,2017,November ,26682.02,1931.93,47074,56.68%
Sid Meier's Civilization V,2017,October ,24750.09,-16.21,42065,58.84%
Sid Meier's Civilization V,2017,September ,24766.3,-1403.98,40656,60.92%
Sid Meier's Civilization V,2017,August ,26170.28,-1576.04,41594,62.92%
Sid Meier's Civilization V,2017,July ,27746.32,2076.53,44623,62.18%
Sid Meier's Civilization V,2017,June ,25669.79,1232.96,44145,58.15%
Sid Meier's Civilization V,2017,May ,24436.83,-1232.77,40425,60.45%
Sid Meier's Civilization V,2017,April ,25669.6,-528.84,41840,61.35%
Sid Meier's Civilization V,2017,March ,26198.44,-503.23,48783,53.70%
Sid Meier's Civilization V,2017,February ,26701.68,-2996.01,46403,57.54%
Sid Meier's Civilization V,2017,January ,29697.68,341.12,54215,54.78%
Sid Meier's Civilization V,2016,December ,29356.56,-972.22,48348,60.72%
Sid Meier's Civilization V,2016,November ,30328.79,-9428.25,52910,57.32%
Sid Meier's Civilization V,2016,October ,39757.04,2911.15,72026,55.20%
Sid Meier's Civilization V,2016,September ,36845.89,-1509.95,67413,54.66%
Sid Meier's Civilization V,2016,August ,38355.84,-4970.66,62143,61.72%
Sid Meier's Civilization V,2016,July ,43326.5,4801.98,73683,58.80%
Sid Meier's Civilization V,2016,June ,38524.52,-2447.19,70936,54.31%
Sid Meier's Civilization V,2016,May ,40971.7,6916.41,87959,46.58%
Sid Meier's Civilization V,2016,April ,34055.3,-2946.68,59108,57.62%
Sid Meier's Civilization V,2016,March ,37001.98,-5422,65453,56.53%
Sid Meier's Civilization V,2016,February ,42423.98,-182.77,74716,56.78%
Sid Meier's Civilization V,2016,January ,42606.75,4264.82,78252,54.45%
Sid Meier's Civilization V,2015,December ,38341.93,7359.06,69206,55.40%
Sid Meier's Civilization V,2015,November ,30982.87,330.65,58683,52.80%
Sid Meier's Civilization V,2015,October ,30652.22,580.39,53106,57.72%
Sid Meier's Civilization V,2015,September ,30071.83,-4429.06,52194,57.62%
Sid Meier's Civilization V,2015,August ,34500.89,3438.26,60338,57.18%
Sid Meier's Civilization V,2015,July ,31062.63,-129.25,51898,59.85%
Sid Meier's Civilization V,2015,June ,31191.88,434.11,53711,58.07%
Sid Meier's Civilization V,2015,May ,30757.77,231.33,52490,58.60%
Sid Meier's Civilization V,2015,April ,30526.44,-4403.12,55583,54.92%
Sid Meier's Civilization V,2015,March ,34929.57,1964.47,67160,52.01%
Sid Meier's Civilization V,2015,February ,32965.1,-1841.78,59719,55.20%
Sid Meier's Civilization V,2015,January ,34806.88,3171.07,62502,55.69%
Sid Meier's Civilization V,2014,December ,31635.81,2336.03,58038,54.51%
Sid Meier's Civilization V,2014,November ,29299.78,-2253.48,55229,53.05%
Sid Meier's Civilization V,2014,October ,31553.26,-2490.09,55493,56.86%
Sid Meier's Civilization V,2014,September ,34043.35,-5007.05,66292,51.35%
Sid Meier's Civilization V,2014,August ,39050.39,1562.48,80375,48.59%
Sid Meier's Civilization V,2014,July ,37487.92,1631.02,65738,57.03%
Sid Meier's Civilization V,2014,June ,35856.9,4338.2,71677,50.03%
Sid Meier's Civilization V,2014,May ,31518.7,-750.66,56011,56.27%
Sid Meier's Civilization V,2014,April ,32269.36,-2227.89,57627,56.00%
Sid Meier's Civilization V,2014,March ,34497.24,-3888.49,64115,53.81%
Sid Meier's Civilization V,2014,February ,38385.74,-357.1,72416,53.01%
Sid Meier's Civilization V,2014,January ,38742.84,1039.86,77825,49.78%
Sid Meier's Civilization V,2013,December ,37702.97,8543.24,70367,53.58%
Sid Meier's Civilization V,2013,November ,29159.73,-2952.43,54473,53.53%
Sid Meier's Civilization V,2013,October ,32112.16,2470.7,63023,50.95%
Sid Meier's Civilization V,2013,September ,29641.46,-5001.51,58003,51.10%
Sid Meier's Civilization V,2013,August ,34642.97,-6519.4,64123,54.03%
Sid Meier's Civilization V,2013,July ,41162.37,14572.76,91020,45.22%
Sid Meier's Civilization V,2013,June ,26589.61,5644.36,67729,39.26%
Sid Meier's Civilization V,2013,May ,20945.25,-490.86,36679,57.10%
Sid Meier's Civilization V,2013,April ,21436.1,-2749.15,39478,54.30%
Sid Meier's Civilization V,2013,March ,24185.26,44.16,43780,55.24%
Sid Meier's Civilization V,2013,February ,24141.09,-4978.84,44966,53.69%
Sid Meier's Civilization V,2013,January ,29119.93,3664.55,58386,49.87%
Sid Meier's Civilization V,2012,December ,25455.38,5050.61,50891,50.02%
Sid Meier's Civilization V,2012,November ,20404.77,1375.5,39677,51.43%
Sid Meier's Civilization V,2012,October ,19029.27,-531.81,35714,53.28%
Sid Meier's Civilization V,2012,September ,19561.09,-2724.04,34696,56.38%
Sid Meier's Civilization V,2012,August ,22285.13,-5163.33,39110,56.98%
Sid Meier's Civilization V,2012,July ,27448.46,NA,50756,54.08%
FINAL FANTASY XIV Online,2021,January ,16917.22,2166.13,24876,68.01%
FINAL FANTASY XIV Online,2020,December ,14751.09,2090.09,23767,62.07%
FINAL FANTASY XIV Online,2020,November ,12661.01,-2408.57,20458,61.89%
FINAL FANTASY XIV Online,2020,October ,15069.57,-3880.95,26240,57.43%
FINAL FANTASY XIV Online,2020,September ,18950.52,-1547.33,30188,62.78%
FINAL FANTASY XIV Online,2020,August ,20497.85,4730.57,34086,60.14%
FINAL FANTASY XIV Online,2020,July ,15767.28,362.76,24141,65.31%
FINAL FANTASY XIV Online,2020,June ,15404.52,-2611.23,24417,63.09%
FINAL FANTASY XIV Online,2020,May ,18015.75,931.4,26889,67.00%
FINAL FANTASY XIV Online,2020,April ,17084.35,2787.19,26373,64.78%
FINAL FANTASY XIV Online,2020,March ,14297.16,1241.48,23360,61.20%
FINAL FANTASY XIV Online,2020,February ,13055.68,2395.61,25612,50.97%
FINAL FANTASY XIV Online,2020,January ,10660.06,967.1,17465,61.04%
FINAL FANTASY XIV Online,2019,December ,9692.96,-1661.71,15898,60.97%
FINAL FANTASY XIV Online,2019,November ,11354.67,1661.26,19876,57.13%
FINAL FANTASY XIV Online,2019,October ,9693.41,-1720.47,17309,56.00%
FINAL FANTASY XIV Online,2019,September ,11413.88,-5303.24,21636,52.75%
FINAL FANTASY XIV Online,2019,August ,16717.11,-6388.33,30359,55.06%
FINAL FANTASY XIV Online,2019,July ,23105.44,8766.2,38909,59.38%
FINAL FANTASY XIV Online,2019,June ,14339.24,3411.51,41190,34.81%
FINAL FANTASY XIV Online,2019,May ,10927.74,1164.94,18625,58.67%
FINAL FANTASY XIV Online,2019,April ,9762.8,344.56,16750,58.29%
FINAL FANTASY XIV Online,2019,March ,9418.24,238.97,16535,56.96%
FINAL FANTASY XIV Online,2019,February ,9179.27,1101.69,15759,58.25%
FINAL FANTASY XIV Online,2019,January ,8077.58,1893.26,14841,54.43%
FINAL FANTASY XIV Online,2018,December ,6184.32,512.6,10222,60.50%
FINAL FANTASY XIV Online,2018,November ,5671.72,-124.35,10251,55.33%
FINAL FANTASY XIV Online,2018,October ,5796.07,-12.75,9691,59.81%
FINAL FANTASY XIV Online,2018,September ,5808.82,180.1,11328,51.28%
FINAL FANTASY XIV Online,2018,August ,5628.72,-1197.22,10272,54.80%
FINAL FANTASY XIV Online,2018,July ,6825.94,-54.94,11136,61.30%
FINAL FANTASY XIV Online,2018,June ,6880.88,533.54,11264,61.09%
FINAL FANTASY XIV Online,2018,May ,6347.34,-269.32,11172,56.81%
FINAL FANTASY XIV Online,2018,April ,6616.66,-805.98,10903,60.69%
FINAL FANTASY XIV Online,2018,March ,7422.64,-213.29,12630,58.77%
FINAL FANTASY XIV Online,2018,February ,7635.94,1672.84,12637,60.43%
FINAL FANTASY XIV Online,2018,January ,5963.09,514.2,10322,57.77%
FINAL FANTASY XIV Online,2017,December ,5448.9,-442.55,9105,59.85%
FINAL FANTASY XIV Online,2017,November ,5891.44,-1177.9,10329,57.04%
FINAL FANTASY XIV Online,2017,October ,7069.35,326.3,12435,56.85%
FINAL FANTASY XIV Online,2017,September ,6743.04,-1701.55,12412,54.33%
FINAL FANTASY XIV Online,2017,August ,8444.6,-3692.37,14218,59.39%
FINAL FANTASY XIV Online,2017,July ,12136.97,-309.35,22824,53.18%
FINAL FANTASY XIV Online,2017,June ,12446.32,5898.16,25599,48.62%
FINAL FANTASY XIV Online,2017,May ,6548.16,477.17,11853,55.24%
FINAL FANTASY XIV Online,2017,April ,6070.98,-652.49,10062,60.34%
FINAL FANTASY XIV Online,2017,March ,6723.47,-381.37,11780,57.08%
FINAL FANTASY XIV Online,2017,February ,7104.84,538.48,12450,57.07%
FINAL FANTASY XIV Online,2017,January ,6566.36,2337.02,11982,54.80%
FINAL FANTASY XIV Online,2016,December ,4229.35,-375.02,7820,54.08%
FINAL FANTASY XIV Online,2016,November ,4604.36,-812.85,8093,56.89%
FINAL FANTASY XIV Online,2016,October ,5417.22,1250.33,9210,58.82%
FINAL FANTASY XIV Online,2016,September ,4166.88,-86.61,7439,56.01%
FINAL FANTASY XIV Online,2016,August ,4253.49,-755.29,6789,62.65%
FINAL FANTASY XIV Online,2016,July ,5008.78,176.55,8946,55.99%
FINAL FANTASY XIV Online,2016,June ,4832.23,1025.6,8599,56.20%
FINAL FANTASY XIV Online,2016,May ,3806.63,-581.92,6549,58.13%
FINAL FANTASY XIV Online,2016,April ,4388.55,-849.33,7916,55.44%
FINAL FANTASY XIV Online,2016,March ,5237.88,170.49,9077,57.71%
FINAL FANTASY XIV Online,2016,February ,5067.39,129.4,9568,52.96%
FINAL FANTASY XIV Online,2016,January ,4937.99,779.2,9321,52.98%
FINAL FANTASY XIV Online,2015,December ,4158.79,-52.96,6638,62.65%
FINAL FANTASY XIV Online,2015,November ,4211.75,36.81,7086,59.44%
FINAL FANTASY XIV Online,2015,October ,4174.94,-461.42,7277,57.37%
FINAL FANTASY XIV Online,2015,September ,4636.36,-1392.47,7871,58.90%
FINAL FANTASY XIV Online,2015,August ,6028.83,-860.78,9941,60.65%
FINAL FANTASY XIV Online,2015,July ,6889.61,1239.22,11074,62.21%
FINAL FANTASY XIV Online,2015,June ,5650.39,1580.84,11905,47.46%
FINAL FANTASY XIV Online,2015,May ,4069.55,-54.64,6705,60.69%
FINAL FANTASY XIV Online,2015,April ,4124.19,-298.06,6740,61.19%
FINAL FANTASY XIV Online,2015,March ,4422.25,284.03,7349,60.17%
FINAL FANTASY XIV Online,2015,February ,4138.22,339.52,6897,60.00%
FINAL FANTASY XIV Online,2015,January ,3798.7,828.37,6587,57.67%
FINAL FANTASY XIV Online,2014,December ,2970.32,-388.9,4753,62.49%
FINAL FANTASY XIV Online,2014,November ,3359.22,821.77,6012,55.88%
